Rented Bike Count,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,DateTime,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter
308,-1.262788,1.3640491,-1.0855669,-0.7345919,-0.6335414,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 01:00:00,0.0,0.0,0.0,1.0
262,-1.3213943,1.3640491,-0.21704286,-0.29728177,-0.6871418,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 02:00:00,0.0,0.0,0.0,1.0
167,-1.3716282,1.1184845,0.45847583,-0.3548226,-0.78668517,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 03:00:00,0.0,0.0,0.0,1.0
89,-1.396745,1.0202588,0.26547045,-0.44359982,-0.84028554,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 04:00:00,0.0,0.0,0.0,1.0
79,-1.4134897,1.0202588,-0.21704286,-0.38605902,-0.8555999,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 05:00:00,0.0,0.0,0.0,1.0
70,-1.4386065,1.1675974,0.36197302,-0.4255156,-0.84028554,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 06:00:00,0.0,0.0,0.0,1.0
146,-1.4469788,1.1184845,0.7479838,-0.26440132,-0.8555999,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 07:00:00,0.0,0.0,0.0,1.0
219,-1.4302342,1.0202588,0.36197302,-0.0013576327,-0.8709143,-0.6436202,-0.13179988,-0.1718911,False,True,2017-12-02 08:00:00,0.0,0.0,0.0,1.0
328,-1.3213943,0.4800169,-0.12054017,0.082487546,-0.9168574,-0.30978674,-0.13179988,-0.1718911,False,True,2017-12-02 09:00:00,0.0,0.0,0.0,1.0
334,-1.1120867,-0.060224965,-0.12054017,-0.21014856,-0.9092002,0.26578814,-0.13179988,-0.1718911,False,True,2017-12-02 10:00:00,0.0,0.0,0.0,1.0
388,-0.91952366,-0.45312813,0.072465084,-0.050678324,-0.90154296,0.4960181,-0.13179988,-0.1718911,False,True,2017-12-02 11:00:00,0.0,0.0,0.0,1.0
479,-0.7185883,-0.8460313,-0.41004825,0.37676764,-0.9092002,0.5996216,-0.13179988,-0.1718911,False,True,2017-12-02 12:00:00,0.0,0.0,0.0,1.0
606,-0.5762592,-1.0915958,0.072465084,0.5641863,-0.9168574,0.63415605,-0.13179988,-0.1718911,False,True,2017-12-02 13:00:00,0.0,0.0,0.0,1.0
611,-0.4674192,-1.1407087,-0.41004825,0.8518903,-0.8555999,0.48450664,-0.13179988,-0.1718911,False,True,2017-12-02 14:00:00,0.0,0.0,0.0,1.0
589,-0.44230232,-0.8460313,0.55497843,0.84860224,-0.67948455,0.19671915,-0.13179988,-0.1718911,False,True,2017-12-02 15:00:00,0.0,0.0,0.0,1.0
618,-0.54276997,-0.502241,0.84448636,0.83545005,-0.60291266,-0.40187874,-0.13179988,-0.1718911,False,True,2017-12-02 16:00:00,0.0,0.0,0.0,1.0
572,-0.5762592,-0.35490236,0.7479838,0.7466728,-0.56462675,-0.5860627,-0.13179988,-0.1718911,False,True,2017-12-02 17:00:00,0.0,0.0,0.0,1.0
489,-0.6181207,-0.25667655,-0.21704286,0.42773238,-0.56462675,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 18:00:00,0.0,0.0,0.0,1.0
385,-0.6599822,-0.30578947,0.55497843,0.37676764,-0.618227,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 19:00:00,0.0,0.0,0.0,1.0
359,-0.6934715,-0.35490236,-0.5065508,0.24360178,-0.6641702,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 20:00:00,0.0,0.0,0.0,1.0
377,-0.73533297,-0.15845075,-0.5065508,0.018370643,-0.62588423,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 21:00:00,0.0,0.0,0.0,1.0
354,-0.78556675,-0.20756367,-0.21704286,0.015082598,-0.6871418,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 22:00:00,0.0,0.0,0.0,1.0
366,-0.7437053,-0.10933786,-0.6995562,-0.13945556,-0.618227,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-02 23:00:00,0.0,0.0,0.0,1.0
342,-0.7437053,-0.011112073,-0.31354555,-0.23152086,-0.57994115,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 00:00:00,0.0,0.0,0.0,1.0
227,-0.7520776,0.5291298,-0.02403749,-1.5648235,-0.4038258,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 01:00:00,0.0,0.0,0.0,1.0
228,-0.80231136,1.0202588,-0.31354555,-0.9976356,-0.31193954,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 02:00:00,0.0,0.0,0.0,1.0
117,-0.7939391,0.6273556,-0.12054017,-0.7000674,-0.41148296,-0.65513176,0.311412,-0.1718911,False,True,2017-12-03 03:00:00,0.0,0.0,0.0,1.0
76,-0.78556675,0.7255814,-0.6995562,-0.6195103,-0.37319702,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 04:00:00,0.0,0.0,0.0,1.0
32,-0.7520776,0.8238072,0.16896777,-0.85953766,-0.3195967,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 05:00:00,0.0,0.0,0.0,1.0
13,-0.7939391,1.3640491,0.7479838,-1.9051363,-0.22005326,-0.65513176,0.7546239,-0.1718911,False,True,2017-12-03 06:00:00,0.0,0.0,0.0,1.0
22,-0.81905603,1.6096134,-0.5065508,-2.1500957,-0.18176731,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 07:00:00,0.0,0.0,0.0,1.0
85,-0.81068367,1.6587263,0.072465084,-1.9610331,-0.15879574,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 08:00:00,0.0,0.0,0.0,1.0
152,-0.78556675,1.6096134,0.072465084,-1.9824054,-0.15113856,-0.6321087,2.0842597,-0.1718911,False,True,2017-12-03 09:00:00,0.0,0.0,0.0,1.0
200,-0.71021605,1.5113877,0.45847583,-1.9396608,-0.105195425,-0.37885576,-0.13179988,-0.1718911,False,True,2017-12-03 10:00:00,0.0,0.0,0.0,1.0
273,-0.6516099,1.4131619,-0.31354555,-1.8344433,-0.074566685,-0.36734426,-0.13179988,-0.1718911,False,True,2017-12-03 11:00:00,0.0,0.0,0.0,1.0
333,-0.59300375,1.3149362,-0.02403749,-1.7884107,-0.051595107,-0.1601373,-0.13179988,-0.1718911,False,True,2017-12-03 12:00:00,0.0,0.0,0.0,1.0
495,-0.50928074,1.1184845,0.16896777,-1.7210057,-0.028623546,0.035558205,-0.13179988,-0.1718911,False,True,2017-12-03 13:00:00,0.0,0.0,0.0,1.0
563,-0.44230232,0.87292004,-0.5065508,-1.668397,-0.036280744,0.13916166,-0.13179988,-0.1718911,False,True,2017-12-03 14:00:00,0.0,0.0,0.0,1.0
621,-0.4088131,0.7255814,-0.12054017,-1.6503128,-0.051595107,-0.045022342,-0.13179988,-0.1718911,False,True,2017-12-03 15:00:00,0.0,0.0,0.0,1.0
598,-0.44230232,0.92203295,-0.12054017,-1.7062095,-0.020966364,-0.42490175,-0.13179988,-0.1718911,False,True,2017-12-03 16:00:00,0.0,0.0,0.0,1.0
545,-0.51765305,1.1675974,-0.21704286,-1.7736144,-0.020966364,-0.59757423,-0.13179988,-0.1718911,False,True,2017-12-03 17:00:00,0.0,0.0,0.0,1.0
443,-0.5762592,1.2658232,0.16896777,-1.8245791,-0.051595107,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 18:00:00,0.0,0.0,0.0,1.0
422,-0.6013761,1.3149362,-0.02403749,-1.8541716,-0.059252307,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 19:00:00,0.0,0.0,0.0,1.0
397,-0.6432376,1.4131619,-0.31354555,-1.9462368,-0.066909485,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 20:00:00,0.0,0.0,0.0,1.0
385,-0.6850991,1.4131619,-0.5065508,-1.9561011,-0.105195425,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 21:00:00,0.0,0.0,0.0,1.0
350,-0.7185883,1.5113877,0.072465084,-2.0317261,-0.112852626,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 22:00:00,0.0,0.0,0.0,1.0
303,-0.7520776,1.5605006,-0.41004825,-2.043234,-0.12816699,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-03 23:00:00,0.0,0.0,0.0,1.0
285,-0.72696066,1.4622748,-1.0855669,-2.0070658,-0.13582419,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 00:00:00,0.0,0.0,0.0,1.0
186,-0.7185883,1.4131619,-1.1820695,-1.9988456,-0.13582419,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 01:00:00,0.0,0.0,0.0,1.0
112,-0.71021605,1.4131619,0.072465084,-2.021862,-0.12816699,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 02:00:00,0.0,0.0,0.0,1.0
65,-0.7771945,1.3149362,0.55497843,-2.023506,-0.21239607,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 03:00:00,0.0,0.0,0.0,1.0
41,-0.8441729,1.5113877,-0.21704286,-2.1484518,-0.22771046,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 04:00:00,0.0,0.0,0.0,1.0
82,-0.91115135,1.2167103,0.94098914,-1.9462368,-0.35022548,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 05:00:00,0.0,0.0,0.0,1.0
200,-0.9781298,0.87292004,1.9060158,-1.7522422,-0.5033692,-0.65513176,-0.043157503,-0.1718911,False,True,2017-12-04 06:00:00,0.0,0.0,0.0,1.0
498,-1.0618528,0.4800169,1.6165078,-1.2080705,-0.6947989,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 07:00:00,0.0,0.0,0.0,1.0
937,-1.1455759,0.5291298,1.7130103,-0.79377675,-0.7483992,-0.6436202,-0.13179988,-0.1718911,False,True,2017-12-04 08:00:00,0.0,0.0,0.0,1.0
509,-1.204182,-0.55135393,2.3885288,0.74174076,-1.1772017,-0.40187874,-0.13179988,-0.1718911,False,True,2017-12-04 09:00:00,0.0,0.0,0.0,1.0
311,-1.1706928,-0.89514416,2.6780372,0.9258713,-1.307374,0.08160415,-0.13179988,-0.1718911,False,True,2017-12-04 10:00:00,0.0,0.0,0.0,1.0
379,-1.120459,-0.8460313,2.2920263,0.5954227,-1.2384593,0.4269491,-0.13179988,-0.1718911,False,True,2017-12-04 11:00:00,0.0,0.0,0.0,1.0
393,-1.1037143,-0.99337,2.9675453,0.6348793,-1.2997167,0.6226446,-0.13179988,-0.1718911,False,True,2017-12-04 12:00:00,0.0,0.0,0.0,1.0
391,-1.0785974,-1.3862731,3.5465612,0.8239419,-1.4988037,0.6917135,-0.13179988,-0.1718911,False,True,2017-12-04 13:00:00,0.0,0.0,0.0,1.0
338,-1.0702251,-1.5336118,2.6780372,0.9258713,-1.59069,0.5996216,-0.13179988,-0.1718911,False,True,2017-12-04 14:00:00,0.0,0.0,0.0,1.0
341,-1.0869697,-1.6318377,3.9325716,0.9258713,-1.674919,0.35788015,-0.13179988,-0.1718911,False,True,2017-12-04 15:00:00,0.0,0.0,0.0,1.0
375,-1.095342,-1.7300636,2.8710423,0.9258713,-1.7514908,-0.021999301,-0.13179988,-0.1718911,False,True,2017-12-04 16:00:00,0.0,0.0,0.0,1.0
515,-1.1874374,-1.5827248,3.4500585,0.9258713,-1.7132049,-0.44792473,-0.13179988,-0.1718911,False,True,2017-12-04 17:00:00,0.0,0.0,0.0,1.0
807,-1.2544159,-1.4353861,2.0990212,0.9258713,-1.6672618,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 18:00:00,0.0,0.0,0.0,1.0
568,-1.3213943,-1.2880473,1.4235024,0.9258713,-1.636633,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 19:00:00,0.0,0.0,0.0,1.0
398,-1.3800004,-0.99337,1.230497,0.9258713,-1.5217754,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 20:00:00,0.0,0.0,0.0,1.0
397,-1.4637233,-0.7478055,2.6780372,0.9258713,-1.4834894,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 21:00:00,0.0,0.0,0.0,1.0
353,-1.5223296,-0.6495797,0.7479838,0.9258713,-1.4834894,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 22:00:00,0.0,0.0,0.0,1.0
248,-1.5641911,-0.6986926,0.6514812,0.9258713,-1.5447469,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-04 23:00:00,0.0,0.0,0.0,1.0
216,-1.5893079,-0.7969184,0.84448636,0.9258713,-1.6060044,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 00:00:00,0.0,0.0,0.0,1.0
198,-1.6227973,-0.8460313,1.0374917,0.9258713,-1.6596047,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 01:00:00,0.0,0.0,0.0,1.0
124,-1.647914,-0.8460313,0.7479838,0.9258713,-1.674919,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 02:00:00,0.0,0.0,0.0,1.0
62,-1.6562865,-0.9442571,0.26547045,0.9258713,-1.7285193,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 03:00:00,0.0,0.0,0.0,1.0
42,-1.6814033,-1.1898216,1.230497,0.9258713,-1.8740059,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 04:00:00,0.0,0.0,0.0,1.0
82,-1.698148,-1.2389344,0.84448636,0.9258713,-1.9122919,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 05:00:00,0.0,0.0,0.0,1.0
172,-1.698148,-1.1898216,1.4235024,0.9258713,-1.8893204,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 06:00:00,0.0,0.0,0.0,1.0
381,-1.7065203,-1.2389344,0.45847583,0.9258713,-1.919949,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 07:00:00,0.0,0.0,0.0,1.0
812,-1.7567542,-1.0915958,-0.12054017,0.9258713,-1.8816631,-0.6436202,-0.13179988,-0.1718911,False,True,2017-12-05 08:00:00,0.0,0.0,0.0,1.0
462,-1.7148925,-1.3371602,-0.41004825,0.88312674,-1.9812065,-0.41339028,-0.13179988,-0.1718911,False,True,2017-12-05 09:00:00,0.0,0.0,0.0,1.0
269,-1.5390742,-1.5827248,1.0374917,0.87161857,-1.996521,0.08160415,-0.13179988,-0.1718911,False,True,2017-12-05 10:00:00,0.0,0.0,0.0,1.0
334,-1.4051173,-1.6318377,-1.6645828,0.8584664,-1.919949,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 11:00:00,0.0,0.0,0.0,1.0
321,-1.2711604,-1.6318377,-1.6645828,0.86339843,-1.8204057,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 12:00:00,0.0,0.0,0.0,1.0
325,-1.2125543,-1.5336118,-1.6645828,0.8518903,-1.7055478,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 13:00:00,0.0,0.0,0.0,1.0
334,-1.1706928,-1.484499,-1.6645828,0.9258713,-1.636633,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 14:00:00,0.0,0.0,0.0,1.0
353,-1.1372036,-1.484499,-1.6645828,0.9258713,-1.6060044,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 15:00:00,0.0,0.0,0.0,1.0
435,-1.120459,-1.3862731,-1.6645828,0.9258713,-1.5370896,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 16:00:00,0.0,0.0,0.0,1.0
529,-1.2125543,-1.1407087,-1.6645828,0.9258713,-1.4681749,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 17:00:00,0.0,0.0,0.0,1.0
789,-1.2962774,-0.89514416,-1.6645828,0.9258713,-1.4145746,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 18:00:00,0.0,0.0,0.0,1.0
597,-1.3465111,-0.6495797,-1.6645828,0.9258713,-1.34566,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 19:00:00,0.0,0.0,0.0,1.0
418,-1.3716282,-0.6004668,-1.6645828,0.9258713,-1.3380027,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 20:00:00,0.0,0.0,0.0,1.0
415,-1.3883727,-0.55135393,-1.6645828,0.9258713,-1.3303456,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 21:00:00,0.0,0.0,0.0,1.0
393,-1.3130219,-0.45312813,-1.6645828,0.9258713,-1.230802,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 22:00:00,0.0,0.0,0.0,1.0
244,-1.287905,0.038000822,-1.6645828,-0.37290683,-1.0317152,-0.65513176,-0.13179988,-0.1718911,False,True,2017-12-05 23:00:00,0.0,0.0,0.0,1.0
145,-1.3130219,0.92203295,-1.6645828,-1.818003,-0.78668517,-0.65513176,-0.043157503,0.057087924,False,True,2017-12-06 00:00:00,0.0,0.0,0.0,1.0
144,-1.3297665,1.0202588,-1.6645828,-1.880476,-0.779028,-0.65513176,-0.13179988,0.515046,False,True,2017-12-06 01:00:00,0.0,0.0,0.0,1.0
117,-1.3297665,1.0202588,-1.6645828,0.6989962,-0.779028,-0.65513176,-0.13179988,0.74402493,False,True,2017-12-06 02:00:00,0.0,0.0,0.0,1.0
78,-1.3465111,0.97114587,-1.6645828,0.61021894,-0.80199957,-0.65513176,0.045484878,0.74402493,False,True,2017-12-06 03:00:00,0.0,0.0,0.0,1.0
58,-1.3632557,0.8238072,-1.6645828,0.8962789,-0.86325705,-0.65513176,-0.13179988,0.74402493,False,True,2017-12-06 04:00:00,0.0,0.0,0.0,1.0
87,-1.3800004,0.87292004,-1.6645828,0.8173658,-0.86325705,-0.65513176,-0.13179988,0.74402493,False,True,2017-12-06 05:00:00,0.0,0.0,0.0,1.0
142,-1.3883727,0.87292004,-1.6645828,0.7022842,-0.8709143,-0.65513176,-0.13179988,0.74402493,False,True,2017-12-06 06:00:00,0.0,0.0,0.0,1.0
379,-1.4302342,0.92203295,-1.6645828,0.5000694,-0.89388585,-0.65513176,-0.13179988,0.515046,False,True,2017-12-06 07:00:00,0.0,0.0,0.0,1.0
802,-1.4302342,0.97114587,-1.6645828,0.13345225,-0.87857145,-0.6436202,-0.13179988,0.28606692,False,True,2017-12-06 08:00:00,0.0,0.0,0.0,1.0
440,-1.3548834,0.5782427,-1.6645828,-0.18548821,-0.9168574,-0.36734426,-0.13179988,0.28606692,False,True,2017-12-06 09:00:00,0.0,0.0,0.0,1.0
307,-1.1539482,0.28356528,-1.6645828,-0.34989053,-0.8326283,0.07009267,-0.13179988,0.28606692,False,True,2017-12-06 10:00:00,0.0,0.0,0.0,1.0
381,-0.9446406,-0.060224965,-0.5065508,-0.28906167,-0.77137077,0.41543764,-0.13179988,-0.1718911,False,True,2017-12-06 11:00:00,0.0,0.0,0.0,1.0
405,-0.8776621,-0.30578947,-0.79605883,-0.34989053,-0.80199957,0.5881101,-0.13179988,-0.1718911,False,True,2017-12-06 12:00:00,0.0,0.0,0.0,1.0
442,-0.72696066,-0.55135393,-0.60305345,0.05289513,-0.779028,0.6111331,-0.13179988,-0.1718911,False,True,2017-12-06 13:00:00,0.0,0.0,0.0,1.0
416,-0.6181207,-1.1898216,-0.6995562,0.86997455,-1.0087436,0.4499721,-0.13179988,-0.1718911,False,True,2017-12-06 14:00:00,0.0,0.0,0.0,1.0
412,-0.6181207,-1.3371602,1.3269997,0.8732626,-1.1006299,0.17369618,-0.13179988,-0.1718911,False,True,2017-12-06 15:00:00,0.0,0.0,0.0,1.0
496,-0.6348653,-1.0424829,1.1339945,0.9258713,-0.93982893,-0.24071777,-0.13179988,-0.1718911,False,True,2017-12-06 16:00:00,0.0,0.0,0.0,1.0
239,-0.73533297,0.08711372,0.7479838,0.21072133,-0.533998,-0.5400167,-0.13179988,-0.1718911,False,True,2017-12-06 17:00:00,0.0,0.0,0.0,1.0
204,-0.93626827,1.5605006,-0.6995562,-2.2536693,-0.29662514,-0.65513176,0.13412726,0.515046,False,True,2017-12-06 18:00:00,0.0,0.0,0.0,1.0
205,-0.9781298,1.6587263,-0.98906416,-2.0662506,-0.31193954,-0.65513176,-0.13179988,2.117899,False,True,2017-12-06 19:00:00,0.0,0.0,0.0,1.0
190,-0.9781298,1.756952,-1.0855669,-1.9873375,-0.28896797,-0.65513176,-0.13179988,2.117899,False,True,2017-12-06 20:00:00,0.0,0.0,0.0,1.0
165,-0.9865021,1.6587263,-1.1820695,-1.9758292,-0.31193954,-0.65513176,0.48869672,2.117899,False,True,2017-12-06 21:00:00,0.0,0.0,0.0,1.0
222,-0.96975744,1.6587263,-1.0855669,-1.9791173,-0.30428234,-0.65513176,-0.13179988,2.117899,False,True,2017-12-06 22:00:00,0.0,0.0,0.0,1.0
193,-0.96975744,1.6587263,-1.0855669,-2.018574,-0.30428234,-0.65513176,-0.13179988,2.117899,False,True,2017-12-06 23:00:00,0.0,0.0,0.0,1.0
198,-0.9613852,1.6587263,-1.1820695,-1.9676092,-0.29662514,-0.65513176,-0.13179988,1.88892,False,True,2017-12-07 00:00:00,0.0,0.0,0.0,1.0
218,-0.9530128,1.6587263,-1.2785721,-1.9889815,-0.28896797,-0.65513176,-0.13179988,1.88892,False,True,2017-12-07 01:00:00,0.0,0.0,0.0,1.0
149,-0.9613852,1.6587263,-0.98906416,-2.0859787,-0.29662514,-0.65513176,-0.13179988,1.88892,False,True,2017-12-07 02:00:00,0.0,0.0,0.0,1.0
102,-0.91952366,1.6096134,-0.31354555,-2.0037777,-0.27365357,-0.65513176,-0.13179988,1.88892,False,True,2017-12-07 03:00:00,0.0,0.0,0.0,1.0
62,-0.9446406,1.6587263,-0.98906416,-2.1665359,-0.28131077,-0.65513176,-0.13179988,1.88892,False,True,2017-12-07 04:00:00,0.0,0.0,0.0,1.0
83,-0.9530128,1.6587263,-0.60305345,-2.0744708,-0.28896797,-0.65513176,-0.13179988,1.88892,False,True,2017-12-07 05:00:00,0.0,0.0,0.0,1.0
137,-0.99487436,1.7078393,-1.1820695,-2.1188593,-0.31193954,-0.65513176,-0.13179988,1.88892,False,True,2017-12-07 06:00:00,0.0,0.0,0.0,1.0
367,-1.0534805,1.7078393,-1.1820695,-2.0777588,-0.36553985,-0.65513176,-0.13179988,1.88892,False,True,2017-12-07 07:00:00,0.0,0.0,0.0,1.0
754,-1.095342,1.8551779,-0.89256144,-2.0777588,-0.36553985,-0.6436202,-0.13179988,1.6599411,False,True,2017-12-07 08:00:00,0.0,0.0,0.0,1.0
415,-1.0702251,1.6096134,-0.89256144,-1.9265085,-0.3961686,-0.49397075,-0.13179988,1.6599411,False,True,2017-12-07 09:00:00,0.0,0.0,0.0,1.0
